Start	End	Direction
hsa:4855	hsa:2324	1
hsa:3280	hsa:595	1
hsa:388585	hsa:595	1
hsa:3280	hsa:1026	1
hsa:388585	hsa:1026	1
hsa:3280	hsa:4609	1
hsa:388585	hsa:4609	1
hsa:3280	hsa:4791	1
hsa:388585	hsa:4791	1
hsa:3280	hsa:2064	1
hsa:388585	hsa:2064	1
hsa:23462	hsa:595	1
hsa:23493	hsa:595	1
hsa:26508	hsa:595	1
hsa:23462	hsa:1026	1
hsa:23493	hsa:1026	1
hsa:26508	hsa:1026	1
hsa:23462	hsa:4609	1
hsa:23493	hsa:4609	1
hsa:26508	hsa:4609	1
hsa:23462	hsa:4791	1
hsa:23493	hsa:4791	1
hsa:26508	hsa:4791	1
hsa:23462	hsa:2064	1
hsa:23493	hsa:2064	1
hsa:26508	hsa:2064	1
hsa:51384	hsa:54361	0
hsa:51384	hsa:7471	0
hsa:51384	hsa:7472	0
hsa:51384	hsa:7473	0
hsa:51384	hsa:7474	0
hsa:51384	hsa:7475	0
hsa:51384	hsa:7476	0
hsa:51384	hsa:7477	0
hsa:51384	hsa:7478	0
hsa:51384	hsa:7479	0
hsa:51384	hsa:7480	0
hsa:51384	hsa:7481	0
hsa:51384	hsa:7482	0
hsa:51384	hsa:7483	0
hsa:51384	hsa:7484	0
hsa:51384	hsa:80326	0
hsa:51384	hsa:81029	0
hsa:51384	hsa:89780	0
hsa:54361	hsa:7472	0
hsa:54361	hsa:7473	0
hsa:54361	hsa:7474	0
hsa:54361	hsa:7475	0
hsa:54361	hsa:7476	0
hsa:54361	hsa:7477	0
hsa:54361	hsa:7478	0
hsa:54361	hsa:7479	0
hsa:54361	hsa:7480	0
hsa:54361	hsa:7481	0
hsa:54361	hsa:7482	0
hsa:54361	hsa:7483	0
hsa:54361	hsa:7484	0
hsa:54361	hsa:80326	0
hsa:54361	hsa:81029	0
hsa:54361	hsa:89780	0
hsa:7471	hsa:7472	0
hsa:7471	hsa:7473	0
hsa:7471	hsa:7474	0
hsa:7471	hsa:7475	0
hsa:7471	hsa:7476	0
hsa:7471	hsa:7477	0
hsa:7471	hsa:7478	0
hsa:7471	hsa:7479	0
hsa:7471	hsa:7480	0
hsa:7471	hsa:7481	0
hsa:7471	hsa:7482	0
hsa:7471	hsa:7483	0
hsa:7471	hsa:7484	0
hsa:7471	hsa:80326	0
hsa:7471	hsa:81029	0
hsa:7471	hsa:89780	0
hsa:7472	hsa:7473	0
hsa:7472	hsa:7474	0
hsa:7472	hsa:7475	0
hsa:7472	hsa:7476	0
hsa:7472	hsa:7477	0
hsa:7472	hsa:7478	0
hsa:7472	hsa:7479	0
hsa:7472	hsa:7480	0
hsa:7472	hsa:7481	0
hsa:7472	hsa:7482	0
hsa:7472	hsa:7483	0
hsa:7472	hsa:7484	0
hsa:7472	hsa:80326	0
hsa:7472	hsa:81029	0
hsa:7472	hsa:89780	0
hsa:7473	hsa:7474	0
hsa:7473	hsa:7475	0
hsa:7473	hsa:7476	0
hsa:7473	hsa:7477	0
hsa:7473	hsa:7478	0
hsa:7473	hsa:7479	0
hsa:7473	hsa:7480	0
