Start	End	Direction
570	23657	0
571	672	0
571	1386	0
571	1390	0
571	4094	0
571	4097	0
571	7975	0
571	9586	0
571	9935	0
571	11016	0
572	596	0
572	597	0
572	598	0
572	599	0
572	2130	0
572	2810	0
572	4170	0
572	6281	0
572	6622	0
572	7009	0
572	7529	0
572	7531	0
572	7533	0
572	7534	0
572	10017	0
572	10971	0
572	11040	0
573	596	0
573	598	0
573	1839	0
573	2099	0
573	2908	0
573	3312	0
573	4233	0
573	5159	0
573	5894	0
573	5914	0
573	5925	0
573	6477	0
573	6767	0
573	7421	0
573	10273	0
573	23645	0
575	1742	0
575	8938	0
575	9223	0
575	10458	0
575	260425	0
576	7094	0
576	22941	0
576	50944	0
576	55805	0
576	90627	0
576	307255	0
578	581	0
578	596	0
578	597	0
578	598	0
578	3329	0
578	4170	0
578	7157	0
578	7417	0
580	602	0
580	672	0
580	1477	0
580	2130	0
580	4436	0
580	5430	0
580	5451	0
580	5932	0
580	7323	0
580	7332	0
581	596	0
581	597	0
581	598	0
581	4170	0
581	7416	0
581	10017	0
581	10971	0
581	51100	0
581	64112	0
583	10197	0
585	5108	0
586	4090	0
590	8292	0
593	594	0
595	672	0
595	801	0
595	1019	0
595	1021	0
595	1026	0
595	1027	0
595	1032	0
595	1316	0
595	1499	0
595	2033	0
595	2099	0
595	3429	0
595	4605	0
595	5000	0
595	5925	0
595	5933	0
595	5981	0
595	6774	0
595	6872	0
595	7067	0
595	8202	0
595	8452	0
595	8648	0
595	8850	0
595	9978	0
595	9988	0
595	10270	0
595	23582	0
595	51191	0
595	55388	0
596	637	0
596	638	0
596	640	0
596	662	0
596	663	0
596	664	0
596	665	0
596	836	0
596	841	0
596	1017	0
596	3164	0
596	3265	0
596	3303	0
596	3708	0
596	3845	0
596	4893	0
596	5300	0
596	5515	0
596	5525	0
596	5530	0
596	5594	0
596	5663	0
596	5883	0
596	5894	0
596	6009	0
596	6237	0
596	6606	0
596	6647	0
596	7009	0
596	7159	0
596	7536	0
596	8678	0
596	8739	0
596	9088	0
596	9445	0
596	9530	0
596	9531	0
596	9774	0
596	9804	0
596	10017	0
596	10018	0
596	10134	0
596	23770	0
596	54205	0
596	57142	0
596	63970	0
596	64112	0
596	79370	0
596	83985	0
596	90427	0
597	637	0
597	638	0
597	666	0
597	2885	0
598	637	0
598	638	0
598	662	0
598	664	0
598	665	0
598	841	0
598	842	0
598	3667	0
598	5663	0
598	5664	0
598	5883	0
598	6252	0
598	6622	0
598	7009	0
598	7157	0
598	7416	0
598	8660	0
598	8678	0
598	8739	0
598	8837	0
598	10018	0
598	10134	0
598	22806	0
598	23770	0
598	54205	0
598	57099	0
598	57142	0
598	64112	0
598	79370	0
